rental_id,rental_rate,rental_duration,rental_date,return_date,due_date,days_late,payment_count,total_payment_amount,amount_due,amount_difference,first_payment_date
11904,4.99,3,2005-08-17,2005-08-21,2005-08-20,1,1,5.99,5.99,0.00,2007-03-17
3058,2.99,7,2005-06-20,2005-06-28,2005-06-27,1,1,3.99,3.99,0.00,2007-02-20
5405,4.99,6,2005-07-09,2005-07-18,2005-07-15,3,1,7.99,7.99,0.00,2007-04-09
14375,4.99,3,2005-08-21,2005-08-26,2005-08-24,2,1,6.99,6.99,0.00,2007-03-21
12331,0.99,4,2005-08-18,2005-08-25,2005-08-22,3,1,3.99,3.99,0.00,2007-03-18
6658,2.99,3,2005-07-12,2005-07-17,2005-07-15,2,1,4.99,4.99,0.00,2007-04-12
11351,2.99,6,2005-08-02,2005-08-09,2005-08-08,1,1,3.99,3.99,0.00,2007-03-02
8698,0.99,3,2005-07-29,2005-08-04,2005-08-01,3,1,3.99,3.99,0.00,2007-04-29
5184,4.99,5,2005-07-09,2005-07-14,2005-07-14,0,1,4.99,4.99,0.00,2007-04-09
4714,4.99,7,2005-07-08,2005-07-17,2005-07-15,2,1,6.99,6.99,0.00,2007-04-08
1601,2.99,4,2005-06-16,2005-06-21,2005-06-20,1,1,3.99,3.99,0.00,2007-02-16
2092,4.99,6,2005-06-17,2005-06-25,2005-06-23,2,1,6.99,6.99,0.00,2007-02-17
14008,2.99,5,2005-08-20,2005-08-28,2005-08-25,3,1,5.99,5.99,0.00,2007-03-20
9439,4.99,3,2005-07-30,2005-08-06,2005-08-02,4,1,8.99,8.99,0.00,2007-04-30
4732,2.99,3,2005-07-08,2005-07-14,2005-07-11,3,1,5.99,5.99,0.00,2007-04-08
8354,0.99,3,2005-07-29,2005-08-01,2005-08-01,0,1,0.99,0.99,0.00,2007-04-29
3906,0.99,6,2005-07-06,2005-07-15,2005-07-12,3,1,3.99,3.99,0.00,2007-04-06
4137,2.99,3,2005-07-07,2005-07-11,2005-07-10,1,1,3.99,3.99,0.00,2007-04-07
5506,0.99,3,2005-07-10,2005-07-18,2005-07-13,5,1,5.99,5.99,0.00,2007-04-09
12773,2.99,6,2005-08-18,2005-08-27,2005-08-24,3,1,5.99,5.99,0.00,2007-03-18
8614,4.99,5,2005-07-29,2005-08-04,2005-08-03,1,1,5.99,5.99,0.00,2007-04-29
4010,4.99,4,2005-07-07,2005-07-12,2005-07-11,1,1,5.99,5.99,0.00,2007-04-06
10388,2.99,3,2005-08-01,2005-08-09,2005-08-04,5,1,7.99,7.99,0.00,2007-03-01
5385,0.99,5,2005-07-09,2005-07-16,2005-07-14,2,1,2.99,2.99,0.00,2007-04-09
11527,2.99,4,2005-08-17,2005-08-22,2005-08-21,1,1,3.99,3.99,0.00,2007-03-16
3587,0.99,3,2005-07-06,2005-07-13,2005-07-09,4,1,4.99,4.99,0.00,2007-04-06
14936,0.99,7,2005-08-22,2005-08-29,2005-08-29,0,1,0.99,0.99,0.00,2007-03-22
15488,4.99,4,2005-08-23,2005-08-29,2005-08-27,2,1,6.99,6.99,0.00,2007-03-23
8012,4.99,7,2005-07-28,2005-08-05,2005-08-04,1,1,5.99,5.99,0.00,2007-04-28
1445,2.99,4,2005-06-15,2005-06-19,2005-06-19,0,1,2.99,2.99,0.00,2007-02-15
12194,0.99,6,2005-08-18,2005-08-25,2005-08-24,1,1,1.99,1.99,0.00,2007-03-18
12217,0.99,6,2005-08-18,2005-08-24,2005-08-24,0,1,0.99,0.99,0.00,2007-03-18
5509,4.99,5,2005-07-10,2005-07-16,2005-07-15,1,1,5.99,5.99,0.00,2007-04-09
2233,0.99,3,2005-06-18,2005-06-21,2005-06-21,0,1,0.99,0.99,0.00,2007-02-18
4806,4.99,3,2005-07-08,2005-07-15,2005-07-11,4,1,8.99,8.99,0.00,2007-04-08
4926,4.99,6,2005-07-08,2005-07-18,2005-07-14,4,1,8.99,8.99,0.00,2007-04-08
7553,0.99,5,2005-07-27,2005-08-03,2005-08-01,2,1,2.99,2.99,0.00,2007-04-27
11669,4.99,4,2005-08-17,2005-08-22,2005-08-21,1,1,5.99,5.99,0.00,2007-03-17
10465,2.99,6,2005-08-01,2005-08-10,2005-08-07,3,1,5.99,5.99,0.00,2007-03-01
8104,0.99,4,2005-07-28,2005-08-03,2005-08-01,2,1,2.99,2.99,0.00,2007-04-28
4438,0.99,3,2005-07-07,2005-07-16,2005-07-10,6,1,6.99,6.99,0.00,2007-04-07
12435,4.99,5,2005-08-18,2005-08-26,2005-08-23,3,1,7.99,7.99,0.00,2007-03-18
4285,4.99,4,2005-07-07,2005-07-15,2005-07-11,4,1,8.99,8.99,0.00,2007-04-07
11974,2.99,4,2005-08-17,2005-08-21,2005-08-21,0,1,2.99,2.99,0.00,2007-03-17
2519,4.99,3,2005-06-19,2005-06-25,2005-06-22,3,1,7.99,7.99,0.00,2007-02-18
8257,2.99,6,2005-07-29,2005-08-04,2005-08-04,0,1,2.99,2.99,0.00,2007-04-28
3226,4.99,3,2005-06-21,2005-06-26,2005-06-24,2,1,6.99,6.99,0.00,2007-02-21
7743,4.99,5,2005-07-28,2005-08-03,2005-08-02,1,1,5.99,5.99,0.00,2007-04-28
11376,0.99,4,2005-08-02,2005-08-11,2005-08-06,5,1,5.99,5.99,0.00,2007-03-02
12490,4.99,4,2005-08-18,2005-08-27,2005-08-22,5,1,9.99,9.99,0.00,2007-03-18
6313,0.99,3,2005-07-11,2005-07-14,2005-07-14,0,1,0.99,0.99,0.00,2007-04-11
10213,4.99,4,2005-08-01,2005-08-09,2005-08-05,4,1,8.99,8.99,0.00,2007-04-30
12136,4.99,3,2005-08-17,2005-08-23,2005-08-20,3,1,7.99,7.99,0.00,2007-03-17
3558,2.99,5,2005-07-06,2005-07-15,2005-07-11,4,1,6.99,6.99,0.00,2007-04-06
1885,2.99,4,2005-06-17,2005-06-21,2005-06-21,0,1,2.99,2.99,0.00,2007-02-17
7981,0.99,6,2005-07-28,2005-08-04,2005-08-03,1,1,1.99,1.99,0.00,2007-04-28
4280,0.99,3,2005-07-07,2005-07-13,2005-07-10,3,1,3.99,3.99,0.00,2007-04-07
5699,0.99,4,2005-07-10,2005-07-17,2005-07-14,3,1,3.99,3.99,0.00,2007-04-10
8042,0.99,7,2005-07-28,2005-08-04,2005-08-04,0,1,0.99,0.99,0.00,2007-04-28
8477,4.99,4,2005-07-29,2005-08-06,2005-08-02,4,1,8.99,8.99,0.00,2007-04-29
11090,0.99,5,2005-08-02,2005-08-10,2005-08-07,3,1,3.99,3.99,0.00,2007-03-02
4121,2.99,5,2005-07-07,2005-07-13,2005-07-12,1,1,3.99,3.99,0.00,2007-04-07
3763,0.99,3,2005-07-06,2005-07-09,2005-07-09,0,1,0.99,0.99,0.00,2007-04-06
9577,2.99,3,2005-07-31,2005-08-07,2005-08-03,4,1,6.99,6.99,0.00,2007-04-30
2718,4.99,4,2005-06-19,2005-06-26,2005-06-23,3,1,7.99,7.99,0.00,2007-02-19
3184,0.99,7,2005-06-20,2005-06-29,2005-06-27,2,1,2.99,2.99,0.00,2007-02-20
12048,4.99,7,2005-08-17,2005-08-27,2005-08-24,3,1,7.99,7.99,0.00,2007-03-17
4779,0.99,3,2005-07-08,2005-07-15,2005-07-11,4,1,4.99,4.99,0.00,2007-04-08
7926,0.99,5,2005-07-28,2005-08-05,2005-08-02,3,1,3.99,3.99,0.00,2007-04-28
9767,0.99,3,2005-07-31,2005-08-03,2005-08-03,0,1,0.99,0.99,0.00,2007-04-30
6351,4.99,5,2005-07-11,2005-07-18,2005-07-16,2,1,6.99,6.99,0.00,2007-04-11
3850,2.99,4,2005-07-06,2005-07-12,2005-07-10,2,1,4.99,4.99,0.00,2007-04-06
14866,2.99,4,2005-08-22,2005-08-30,2005-08-26,4,1,6.99,6.99,0.00,2007-03-22
1531,2.99,3,2005-06-16,2005-06-22,2005-06-19,3,1,5.99,5.99,0.00,2007-02-15
5458,2.99,5,2005-07-09,2005-07-16,2005-07-14,2,1,4.99,4.99,0.00,2007-04-09
8082,2.99,6,2005-07-28,2005-08-04,2005-08-03,1,1,3.99,3.99,0.00,2007-04-28
12079,0.99,6,2005-08-17,2005-08-24,2005-08-23,1,1,1.99,1.99,0.00,2007-03-17
13202,4.99,4,2005-08-19,2005-08-27,2005-08-23,4,1,8.99,8.99,0.00,2007-03-19
7055,4.99,3,2005-07-27,2005-07-30,2005-07-30,0,1,4.99,4.99,0.00,2007-04-27
4441,4.99,5,2005-07-07,2005-07-13,2005-07-12,1,1,5.99,5.99,0.00,2007-04-07
15392,0.99,7,2005-08-22,2005-09-01,2005-08-29,3,1,3.99,3.99,0.00,2007-03-22
1759,4.99,6,2005-06-16,2005-06-24,2005-06-22,2,1,6.99,6.99,0.00,2007-02-16
9245,2.99,3,2005-07-30,2005-08-06,2005-08-02,4,1,6.99,6.99,0.00,2007-04-30
15590,4.99,5,2005-08-23,2005-09-01,2005-08-28,4,1,8.99,8.99,0.00,2007-03-23
2795,0.99,5,2005-06-19,2005-06-28,2005-06-24,4,1,4.99,4.99,0.00,2007-02-19
2418,0.99,4,2005-06-18,2005-06-26,2005-06-22,4,1,4.99,4.99,0.00,2007-02-18
3914,0.99,3,2005-07-06,2005-07-14,2005-07-09,5,1,5.99,5.99,0.00,2007-04-06
13425,0.99,4,2005-08-19,2005-08-25,2005-08-23,2,1,2.99,2.99,0.00,2007-03-19
10426,2.99,6,2005-08-01,2005-08-09,2005-08-07,2,1,4.99,4.99,0.00,2007-03-01
11994,0.99,6,2005-08-17,2005-08-25,2005-08-23,2,1,2.99,2.99,0.00,2007-03-17
10464,4.99,4,2005-08-01,2005-08-06,2005-08-05,1,1,5.99,5.99,0.00,2007-03-01
2008,4.99,7,2005-06-17,2005-06-25,2005-06-24,1,1,5.99,5.99,0.00,2007-02-17
5143,0.99,5,2005-07-09,2005-07-18,2005-07-14,4,1,4.99,4.99,0.00,2007-04-09
10505,0.99,3,2005-08-01,2005-08-05,2005-08-04,1,1,1.99,1.99,0.00,2007-03-01
9556,2.99,3,2005-07-31,2005-08-08,2005-08-03,5,1,7.99,7.99,0.00,2007-04-30
11429,4.99,5,2005-08-02,2005-08-10,2005-08-07,3,1,7.99,7.99,0.00,2007-03-02
14138,2.99,4,2005-08-21,2005-08-30,2005-08-25,5,1,7.99,7.99,0.00,2007-03-21
14672,2.99,6,2005-08-21,2005-08-30,2005-08-27,3,1,5.99,5.99,0.00,2007-03-21
14272,0.99,4,2005-08-21,2005-08-28,2005-08-25,3,1,3.99,3.99,0.00,2007-03-21
14767,0.99,6,2005-08-21,2005-08-29,2005-08-27,2,1,2.99,2.99,0.00,2007-03-21
15123,2.99,4,2005-08-22,2005-08-27,2005-08-26,1,1,3.99,3.99,0.00,2007-03-22
2047,0.99,3,2005-06-17,2005-06-21,2005-06-20,1,1,1.99,1.99,0.00,2007-02-17
9318,2.99,3,2005-07-30,2005-08-06,2005-08-02,4,1,6.99,6.99,0.00,2007-04-30
1636,2.99,5,2005-06-16,2005-06-24,2005-06-21,3,1,5.99,5.99,0.00,2007-02-16
9474,2.99,6,2005-07-30,2005-08-05,2005-08-05,0,1,2.99,2.99,0.00,2007-04-30
7344,0.99,3,2005-07-27,2005-07-31,2005-07-30,1,1,1.99,1.99,0.00,2007-04-27
4895,0.99,3,2005-07-08,2005-07-12,2005-07-11,1,1,1.99,1.99,0.00,2007-04-08
10445,2.99,7,2005-08-01,2005-08-08,2005-08-08,0,1,2.99,2.99,0.00,2007-03-01
8283,0.99,4,2005-07-29,2005-08-05,2005-08-02,3,1,3.99,3.99,0.00,2007-04-29
11872,4.99,3,2005-08-17,2005-08-21,2005-08-20,1,1,5.99,5.99,0.00,2007-03-17
7865,4.99,4,2005-07-28,2005-08-06,2005-08-01,5,1,9.99,9.99,0.00,2007-04-28
10310,4.99,3,2005-08-01,2005-08-04,2005-08-04,0,1,4.99,4.99,0.00,2007-03-01
5753,0.99,5,2005-07-10,2005-07-17,2005-07-15,2,1,2.99,2.99,0.00,2007-04-10
11274,4.99,4,2005-08-02,2005-08-11,2005-08-06,5,1,9.99,9.99,0.00,2007-03-02
4562,4.99,4,2005-07-08,2005-07-12,2005-07-12,0,1,4.99,4.99,0.00,2007-04-08
12951,2.99,4,2005-08-19,2005-08-24,2005-08-23,1,1,3.99,3.99,0.00,2007-03-19
12556,2.99,4,2005-08-18,2005-08-24,2005-08-22,2,1,4.99,4.99,0.00,2007-03-18
15808,0.99,3,2005-08-23,2005-08-27,2005-08-26,1,1,1.99,1.99,0.00,2007-03-23
12767,0.99,4,2005-08-18,2005-08-28,2005-08-22,6,1,6.99,6.99,0.00,2007-03-18
14465,2.99,6,2005-08-21,2005-08-28,2005-08-27,1,1,3.99,3.99,0.00,2007-03-21
1341,0.99,3,2005-06-15,2005-06-21,2005-06-18,3,1,3.99,3.99,0.00,2007-02-15
4866,4.99,3,2005-07-08,2005-07-15,2005-07-11,4,1,8.99,8.99,0.00,2007-04-08
1999,0.99,5,2005-06-17,2005-06-23,2005-06-22,1,1,1.99,1.99,0.00,2007-02-17
13540,2.99,7,2005-08-20,2005-08-27,2005-08-27,0,1,2.99,2.99,0.00,2007-03-20
4623,0.99,4,2005-07-08,2005-07-12,2005-07-12,0,1,0.99,0.99,0.00,2007-04-08
3468,4.99,7,2005-06-21,2005-06-30,2005-06-28,2,1,6.99,6.99,0.00,2007-02-21
8412,2.99,4,2005-07-29,2005-08-06,2005-08-02,4,1,6.99,6.99,0.00,2007-04-29
13405,0.99,5,2005-08-19,2005-08-28,2005-08-24,4,1,4.99,4.99,0.00,2007-03-19
12829,0.99,4,2005-08-19,2005-08-25,2005-08-23,2,1,2.99,2.99,0.00,2007-03-19
5217,0.99,3,2005-07-09,2005-07-17,2005-07-12,5,1,5.99,5.99,0.00,2007-04-09
12969,2.99,6,2005-08-19,2005-08-25,2005-08-25,0,1,2.99,2.99,0.00,2007-03-19
13481,4.99,4,2005-08-20,2005-08-26,2005-08-24,2,1,6.99,6.99,0.00,2007-03-19
15913,0.99,7,2005-08-23,2005-08-31,2005-08-30,1,1,1.99,1.99,0.00,2007-03-23
8531,2.99,5,2005-07-29,2005-08-06,2005-08-03,3,1,5.99,5.99,0.00,2007-04-29
9749,0.99,3,2005-07-31,2005-08-06,2005-08-03,3,1,3.99,3.99,0.00,2007-04-30
5499,2.99,7,2005-07-10,2005-07-17,2005-07-17,0,1,2.99,2.99,0.00,2007-04-09
14000,0.99,4,2005-08-20,2005-08-28,2005-08-24,4,1,4.99,4.99,0.00,2007-03-20
4876,0.99,5,2005-07-08,2005-07-14,2005-07-13,1,1,1.99,1.99,0.00,2007-04-08
15125,4.99,3,2005-08-22,2005-08-29,2005-08-25,4,1,8.99,8.99,0.00,2007-03-22
10732,0.99,4,2005-08-01,2005-08-10,2005-08-05,5,1,5.99,5.99,0.00,2007-03-01
6938,2.99,5,2005-07-26,2005-08-05,2005-07-31,5,1,7.99,7.99,0.00,2007-04-26
5112,2.99,4,2005-07-09,2005-07-13,2005-07-13,0,1,2.99,2.99,0.00,2007-04-09
10684,2.99,4,2005-08-01,2005-08-09,2005-08-05,4,1,6.99,6.99,0.00,2007-03-01
13622,0.99,4,2005-08-20,2005-08-25,2005-08-24,1,1,1.99,1.99,0.00,2007-03-20
8095,0.99,3,2005-07-28,2005-08-06,2005-07-31,6,1,6.99,6.99,0.00,2007-04-28
7928,4.99,5,2005-07-28,2005-08-05,2005-08-02,3,1,7.99,7.99,0.00,2007-04-28
12363,4.99,5,2005-08-18,2005-08-26,2005-08-23,3,1,7.99,7.99,0.00,2007-03-18
14450,0.99,4,2005-08-21,2005-08-26,2005-08-25,1,1,1.99,1.99,0.00,2007-03-21
13480,4.99,5,2005-08-20,2005-08-27,2005-08-25,2,1,6.99,6.99,0.00,2007-03-19
10202,4.99,5,2005-08-01,2005-08-08,2005-08-06,2,1,6.99,6.99,0.00,2007-04-30
10432,2.99,7,2005-08-01,2005-08-08,2005-08-08,0,1,2.99,2.99,0.00,2007-03-01
10197,2.99,6,2005-08-01,2005-08-07,2005-08-07,0,1,2.99,2.99,0.00,2007-04-30
10115,0.99,3,2005-07-31,2005-08-10,2005-08-03,7,1,7.99,7.99,0.00,2007-04-30
4397,2.99,3,2005-07-07,2005-07-13,2005-07-10,3,1,5.99,5.99,0.00,2007-04-07
10361,4.99,3,2005-08-01,2005-08-10,2005-08-04,6,1,10.99,10.99,0.00,2007-03-01
5570,2.99,3,2005-07-10,2005-07-17,2005-07-13,4,1,6.99,6.99,0.00,2007-04-10
10760,4.99,5,2005-08-01,2005-08-09,2005-08-06,3,1,7.99,7.99,0.00,2007-03-01
10559,4.99,4,2005-08-01,2005-08-09,2005-08-05,4,1,8.99,8.99,0.00,2007-03-01
7526,2.99,5,2005-07-27,2005-08-05,2005-08-01,4,1,6.99,6.99,0.00,2007-04-27
1176,4.99,4,2005-06-15,2005-06-21,2005-06-19,2,1,6.99,6.99,0.00,2007-02-14
12272,2.99,6,2005-08-18,2005-08-24,2005-08-24,0,1,2.99,2.99,0.00,2007-03-18
4067,0.99,6,2005-07-07,2005-07-16,2005-07-13,3,1,3.99,3.99,0.00,2007-04-07
3465,2.99,6,2005-06-21,2005-06-30,2005-06-27,3,1,5.99,5.99,0.00,2007-02-21
12555,0.99,7,2005-08-18,2005-08-26,2005-08-25,1,1,1.99,1.99,0.00,2007-03-18
12625,4.99,3,2005-08-18,2005-08-23,2005-08-21,2,1,6.99,6.99,0.00,2007-03-18
12819,0.99,3,2005-08-19,2005-08-22,2005-08-22,0,1,0.99,0.99,0.00,2007-03-18
7150,0.99,3,2005-07-27,2005-08-05,2005-07-30,6,1,6.99,6.99,0.00,2007-04-27
12405,2.99,5,2005-08-18,2005-08-27,2005-08-23,4,1,6.99,6.99,0.00,2007-03-18
13263,4.99,3,2005-08-19,2005-08-28,2005-08-22,6,1,10.99,10.99,0.00,2007-03-19
7910,4.99,3,2005-07-28,2005-08-05,2005-07-31,5,1,9.99,9.99,0.00,2007-04-28
15536,2.99,3,2005-08-23,2005-08-31,2005-08-26,5,1,7.99,7.99,0.00,2007-03-23
1655,0.99,4,2005-06-16,2005-06-23,2005-06-20,3,1,3.99,3.99,0.00,2007-02-16
10656,4.99,6,2005-08-01,2005-08-09,2005-08-07,2,1,6.99,6.99,0.00,2007-03-01
13985,0.99,4,2005-08-20,2005-08-24,2005-08-24,0,1,0.99,0.99,0.00,2007-03-20
6592,4.99,3,2005-07-12,2005-07-19,2005-07-15,4,1,8.99,8.99,0.00,2007-04-12
7762,4.99,4,2005-07-28,2005-08-05,2005-08-01,4,1,8.99,8.99,0.00,2007-04-28
14257,4.99,5,2005-08-21,2005-08-29,2005-08-26,3,1,7.99,7.99,0.00,2007-03-21
9548,4.99,4,2005-07-31,2005-08-05,2005-08-04,1,1,5.99,5.99,0.00,2007-04-30
10802,0.99,4,2005-08-01,2005-08-10,2005-08-05,5,1,5.99,5.99,0.00,2007-03-01
8734,4.99,5,2005-07-29,2005-08-05,2005-08-03,2,1,6.99,6.99,0.00,2007-04-29
4641,0.99,3,2005-07-08,2005-07-17,2005-07-11,6,1,6.99,6.99,0.00,2007-04-08
12925,0.99,3,2005-08-19,2005-08-27,2005-08-22,5,1,5.99,5.99,0.00,2007-03-19
7203,0.99,6,2005-07-27,2005-08-04,2005-08-02,2,1,2.99,2.99,0.00,2007-04-27
7703,2.99,3,2005-07-28,2005-08-05,2005-07-31,5,1,7.99,7.99,0.00,2007-04-28
5878,0.99,5,2005-07-10,2005-07-16,2005-07-15,1,1,1.99,1.99,0.00,2007-04-10
3491,4.99,5,2005-07-05,2005-07-13,2005-07-10,3,1,7.99,7.99,0.00,2007-04-05
11413,0.99,3,2005-08-02,2005-08-05,2005-08-05,0,1,0.99,0.99,0.00,2007-03-02
7331,2.99,3,2005-07-27,2005-07-31,2005-07-30,1,1,3.99,3.99,0.00,2007-04-27
9220,0.99,7,2005-07-30,2005-08-07,2005-08-06,1,1,1.99,1.99,0.00,2007-04-30
5793,2.99,3,2005-07-10,2005-07-13,2005-07-13,0,1,2.99,2.99,0.00,2007-04-10
8583,0.99,6,2005-07-29,2005-08-04,2005-08-04,0,1,0.99,0.99,0.00,2007-04-29
13605,4.99,4,2005-08-20,2005-08-26,2005-08-24,2,1,6.99,6.99,0.00,2007-03-20
15422,2.99,6,2005-08-22,2005-08-30,2005-08-28,2,1,4.99,4.99,0.00,2007-03-22
4802,2.99,5,2005-07-08,2005-07-15,2005-07-13,2,1,4.99,4.99,0.00,2007-04-08
5584,2.99,4,2005-07-10,2005-07-16,2005-07-14,2,1,4.99,4.99,0.00,2007-04-10
11963,2.99,5,2005-08-17,2005-08-23,2005-08-22,1,1,3.99,3.99,0.00,2007-03-17
15095,0.99,3,2005-08-22,2005-08-25,2005-08-25,0,1,0.99,0.99,0.00,2007-03-22
8811,4.99,3,2005-07-29,2005-08-07,2005-08-01,6,1,10.99,10.99,0.00,2007-04-29
10294,2.99,4,2005-08-01,2005-08-09,2005-08-05,4,1,6.99,6.99,0.00,2007-03-01
3559,2.99,4,2005-07-06,2005-07-12,2005-07-10,2,1,4.99,4.99,0.00,2007-04-06
5691,2.99,4,2005-07-10,2005-07-16,2005-07-14,2,1,4.99,4.99,0.00,2007-04-10
11177,2.99,4,2005-08-02,2005-08-10,2005-08-06,4,1,6.99,6.99,0.00,2007-03-02
9488,2.99,3,2005-07-30,2005-08-08,2005-08-02,6,1,8.99,8.99,0.00,2007-04-30
13624,4.99,5,2005-08-20,2005-08-29,2005-08-25,4,1,8.99,8.99,0.00,2007-03-20
5439,0.99,3,2005-07-09,2005-07-13,2005-07-12,1,1,1.99,1.99,0.00,2007-04-09
2331,0.99,5,2005-06-18,2005-06-25,2005-06-23,2,1,2.99,2.99,0.00,2007-02-18
3658,2.99,4,2005-07-06,2005-07-15,2005-07-10,5,1,7.99,7.99,0.00,2007-04-06
8126,2.99,6,2005-07-28,2005-08-05,2005-08-03,2,1,4.99,4.99,0.00,2007-04-28
5818,4.99,3,2005-07-10,2005-07-14,2005-07-13,1,1,5.99,5.99,0.00,2007-04-10
7496,0.99,5,2005-07-27,2005-08-02,2005-08-01,1,1,1.99,1.99,0.00,2007-04-27
5755,0.99,3,2005-07-10,2005-07-19,2005-07-13,6,1,6.99,6.99,0.00,2007-04-10
5484,4.99,3,2005-07-09,2005-07-15,2005-07-12,3,1,7.99,7.99,0.00,2007-04-09
5910,2.99,7,2005-07-10,2005-07-19,2005-07-17,2,1,4.99,4.99,0.00,2007-04-10
11688,0.99,3,2005-08-17,2005-08-25,2005-08-20,5,1,5.99,5.99,0.00,2007-03-17
12860,4.99,5,2005-08-19,2005-08-25,2005-08-24,1,1,5.99,5.99,0.00,2007-03-19
3020,0.99,6,2005-06-20,2005-06-27,2005-06-26,1,1,1.99,1.99,0.00,2007-02-20
5829,0.99,3,2005-07-10,2005-07-14,2005-07-13,1,1,1.99,1.99,0.00,2007-04-10
9256,0.99,6,2005-07-30,2005-08-05,2005-08-05,0,1,0.99,0.99,0.00,2007-04-30
13926,0.99,6,2005-08-20,2005-08-28,2005-08-26,2,1,2.99,2.99,0.00,2007-03-20
14692,2.99,3,2005-08-21,2005-08-28,2005-08-24,4,1,6.99,6.99,0.00,2007-03-21
14614,4.99,4,2005-08-21,2005-08-30,2005-08-25,5,1,9.99,9.99,0.00,2007-03-21
1682,2.99,5,2005-06-16,2005-06-22,2005-06-21,1,1,3.99,3.99,0.00,2007-02-16
4435,2.99,6,2005-07-07,2005-07-14,2005-07-13,1,1,3.99,3.99,0.00,2007-04-07
7402,0.99,7,2005-07-27,2005-08-05,2005-08-03,2,1,2.99,2.99,0.00,2007-04-27
8096,4.99,4,2005-07-28,2005-08-06,2005-08-01,5,1,9.99,9.99,0.00,2007-04-28
5255,0.99,3,2005-07-09,2005-07-17,2005-07-12,5,1,5.99,5.99,0.00,2007-04-09
3521,0.99,4,2005-07-06,2005-07-11,2005-07-10,1,1,1.99,1.99,0.00,2007-04-05
12011,0.99,4,2005-08-17,2005-08-23,2005-08-21,2,1,2.99,2.99,0.00,2007-03-17
3764,2.99,4,2005-07-06,2005-07-13,2005-07-10,3,1,5.99,5.99,0.00,2007-04-06
15899,4.99,4,2005-08-23,2005-08-29,2005-08-27,2,1,6.99,6.99,0.00,2007-03-23
5907,4.99,4,2005-07-10,2005-07-15,2005-07-14,1,1,5.99,5.99,0.00,2007-04-10
15387,0.99,3,2005-08-22,2005-08-29,2005-08-25,4,1,4.99,4.99,0.00,2007-03-22
2553,0.99,3,2005-06-19,2005-06-26,2005-06-22,4,1,4.99,4.99,0.00,2007-02-19
8636,4.99,3,2005-07-29,2005-08-02,2005-08-01,1,1,5.99,5.99,0.00,2007-04-29
11391,4.99,3,2005-08-02,2005-08-10,2005-08-05,5,1,9.99,9.99,0.00,2007-03-02
2610,2.99,4,2005-06-19,2005-06-25,2005-06-23,2,1,4.99,4.99,0.00,2007-02-19
5267,2.99,3,2005-07-09,2005-07-15,2005-07-12,3,1,5.99,5.99,0.00,2007-04-09
13616,4.99,4,2005-08-20,2005-08-27,2005-08-24,3,1,7.99,7.99,0.00,2007-03-20
9660,4.99,3,2005-07-31,2005-08-07,2005-08-03,4,1,8.99,8.99,0.00,2007-04-30
6174,0.99,6,2005-07-11,2005-07-18,2005-07-17,1,1,1.99,1.99,0.00,2007-04-11
7840,4.99,7,2005-07-28,2005-08-06,2005-08-04,2,1,6.99,6.99,0.00,2007-04-28
6374,2.99,4,2005-07-11,2005-07-17,2005-07-15,2,1,4.99,4.99,0.00,2007-04-11
5228,2.99,3,2005-07-09,2005-07-14,2005-07-12,2,1,4.99,4.99,0.00,2007-04-09
13594,0.99,3,2005-08-20,2005-08-23,2005-08-23,0,1,0.99,0.99,0.00,2007-03-20
15270,0.99,3,2005-08-22,2005-08-28,2005-08-25,3,1,3.99,3.99,0.00,2007-03-22
11310,0.99,4,2005-08-02,2005-08-07,2005-08-06,1,1,1.99,1.99,0.00,2007-03-02
13276,2.99,3,2005-08-19,2005-08-28,2005-08-22,6,1,8.99,8.99,0.00,2007-03-19
10754,4.99,3,2005-08-01,2005-08-10,2005-08-04,6,1,10.99,10.99,0.00,2007-03-01
10542,0.99,4,2005-08-01,2005-08-08,2005-08-05,3,1,3.99,3.99,0.00,2007-03-01
9045,2.99,3,2005-07-30,2005-08-08,2005-08-02,6,1,8.99,8.99,0.00,2007-04-30
11522,2.99,6,2005-08-17,2005-08-24,2005-08-23,1,1,3.99,3.99,0.00,2007-03-16
7489,0.99,3,2005-07-27,2005-07-30,2005-07-30,0,1,0.99,0.99,0.00,2007-04-27
6889,0.99,4,2005-07-12,2005-07-20,2005-07-16,4,1,4.99,4.99,0.00,2007-04-12
4406,0.99,7,2005-07-07,2005-07-15,2005-07-14,1,1,1.99,1.99,0.00,2007-04-07
15569,4.99,5,2005-08-23,2005-08-30,2005-08-28,2,1,6.99,6.99,0.00,2007-03-23
5687,2.99,5,2005-07-10,2005-07-16,2005-07-15,1,1,3.99,3.99,0.00,2007-04-10
4931,4.99,6,2005-07-08,2005-07-17,2005-07-14,3,1,7.99,7.99,0.00,2007-04-08
12471,2.99,6,2005-08-18,2005-08-26,2005-08-24,2,1,4.99,4.99,0.00,2007-03-18
10941,0.99,3,2005-08-02,2005-08-10,2005-08-05,5,1,5.99,5.99,0.00,2007-03-02
12494,2.99,4,2005-08-18,2005-08-26,2005-08-22,4,1,6.99,6.99,0.00,2007-03-18
12273,2.99,3,2005-08-18,2005-08-25,2005-08-21,4,1,6.99,6.99,0.00,2007-03-18
4104,2.99,3,2005-07-07,2005-07-13,2005-07-10,3,1,5.99,5.99,0.00,2007-04-07
